Age,Race,Sex,Education,Weight
75 years and over,White,Male,"Associate's degree, academic",288
75 years and over,White,Male,Bachelor's degree,1235
75 years and over,White,Male,Master's degree,661
75 years and over,White,Male,Professional degree,185
75 years and over,White,Male,Doctoral degree,269
18 to 24 years,White,Female,None,39
18 to 24 years,White,Female,1st - 4th grade,19
18 to 24 years,White,Female,5th - 6th grade,27
18 to 24 years,White,Female,7th - 8th grade,53
18 to 24 years,White,Female,9th grade,48
18 to 24 years,White,Female,10th grade,134
18 to 24 years,White,Female,11th grade2,1268
18 to 24 years,White,Female,High school graduate,2647
18 to 24 years,White,Female,"Some college, no degree",4140
18 to 24 years,White,Female,"Associate's degree, occupational",255
18 to 24 years,White,Female,"Associate's degree, academic",461
18 to 24 years,White,Female,Bachelor's degree,1412
18 to 24 years,White,Female,Master's degree,104
18 to 24 years,White,Female,Professional degree,4
18 to 24 years,White,Female,Doctoral degree,1
25 to 29 years,White,Female,None,16
25 to 29 years,White,Female,1st - 4th grade,10
25 to 29 years,White,Female,5th - 6th grade,32
25 to 29 years,White,Female,7th - 8th grade,69
25 to 29 years,White,Female,9th grade,72
25 to 29 years,White,Female,10th grade,105
25 to 29 years,White,Female,11th grade2,184
25 to 29 years,White,Female,High school graduate,1811
25 to 29 years,White,Female,"Some college, no degree",1540
25 to 29 years,White,Female,"Associate's degree, occupational",322
25 to 29 years,White,Female,"Associate's degree, academic",605
25 to 29 years,White,Female,Bachelor's degree,2635
25 to 29 years,White,Female,Master's degree,689
25 to 29 years,White,Female,Professional degree,63
25 to 29 years,White,Female,Doctoral degree,123
30 to 34 years,White,Female,None,11
30 to 34 years,White,Female,1st - 4th grade,27
30 to 34 years,White,Female,5th - 6th grade,74
30 to 34 years,White,Female,7th - 8th grade,103
30 to 34 years,White,Female,9th grade,98
30 to 34 years,White,Female,10th grade,73
30 to 34 years,White,Female,11th grade2,180
30 to 34 years,White,Female,High school graduate,1698
30 to 34 years,White,Female,"Some college, no degree",1188
30 to 34 years,White,Female,"Associate's degree, occupational",394
30 to 34 years,White,Female,"Associate's degree, academic",553
30 to 34 years,White,Female,Bachelor's degree,2290
30 to 34 years,White,Female,Master's degree,996
30 to 34 years,White,Female,Professional degree,130
30 to 34 years,White,Female,Doctoral degree,155
35 to 39 years,White,Female,None,19
35 to 39 years,White,Female,1st - 4th grade,39
35 to 39 years,White,Female,5th - 6th grade,131
35 to 39 years,White,Female,7th - 8th grade,112
35 to 39 years,White,Female,9th grade,149
35 to 39 years,White,Female,10th grade,90
35 to 39 years,White,Female,11th grade2,212
35 to 39 years,White,Female,High school graduate,1552
35 to 39 years,White,Female,"Some college, no degree",1168
35 to 39 years,White,Female,"Associate's degree, occupational",374
35 to 39 years,White,Female,"Associate's degree, academic",571
35 to 39 years,White,Female,Bachelor's degree,2146
35 to 39 years,White,Female,Master's degree,1036
35 to 39 years,White,Female,Professional degree,125
35 to 39 years,White,Female,Doctoral degree,170
40 to 44 years,White,Female,None,17
40 to 44 years,White,Female,1st - 4th grade,47
40 to 44 years,White,Female,5th - 6th grade,128
40 to 44 years,White,Female,7th - 8th grade,92
40 to 44 years,White,Female,9th grade,138
40 to 44 years,White,Female,10th grade,93
40 to 44 years,White,Female,11th grade2,174
40 to 44 years,White,Female,High school graduate,1689
40 to 44 years,White,Female,"Some college, no degree",1034
40 to 44 years,White,Female,"Associate's degree, occupational",348
40 to 44 years,White,Female,"Associate's degree, academic",485
40 to 44 years,White,Female,Bachelor's degree,1880
40 to 44 years,White,Female,Master's degree,967
40 to 44 years,White,Female,Professional degree,103
40 to 44 years,White,Female,Doctoral degree,136
45 to 49 years,White,Female,None,30
45 to 49 years,White,Female,1st - 4th grade,27
45 to 49 years,White,Female,5th - 6th grade,127
45 to 49 years,White,Female,7th - 8th grade,122
45 to 49 years,White,Female,9th grade,139
45 to 49 years,White,Female,10th grade,87
45 to 49 years,White,Female,11th grade2,185
45 to 49 years,White,Female,High school graduate,1909
45 to 49 years,White,Female,"Some college, no degree",1150
45 to 49 years,White,Female,"Associate's degree, occupational",370
45 to 49 years,White,Female,"Associate's degree, academic",635
45 to 49 years,White,Female,Bachelor's degree,1960
45 to 49 years,White,Female,Master's degree,932
45 to 49 years,White,Female,Professional degree,142
45 to 49 years,White,Female,Doctoral degree,149
50 to 54 years,White,Female,None,14
50 to 54 years,White,Female,1st - 4th grade,58
50 to 54 years,White,Female,5th - 6th grade,141
50 to 54 years,White,Female,7th - 8th grade,84
50 to 54 years,White,Female,9th grade,105
50 to 54 years,White,Female,10th grade,101
50 to 54 years,White,Female,11th grade2,179
50 to 54 years,White,Female,High school graduate,2315
50 to 54 years,White,Female,"Some college, no degree",1278
50 to 54 years,White,Female,"Associate's degree, occupational",408
50 to 54 years,White,Female,"Associate's degree, academic",676
50 to 54 years,White,Female,Bachelor's degree,1888
50 to 54 years,White,Female,Master's degree,804
50 to 54 years,White,Female,Professional degree,115
50 to 54 years,White,Female,Doctoral degree,103
55 to 59 years,White,Female,None,13
55 to 59 years,White,Female,1st - 4th grade,44
55 to 59 years,White,Female,5th - 6th grade,89
55 to 59 years,White,Female,7th - 8th grade,91
55 to 59 years,White,Female,9th grade,94
55 to 59 years,White,Female,10th grade,115
55 to 59 years,White,Female,11th grade2,291
55 to 59 years,White,Female,High school graduate,2670
55 to 59 years,White,Female,"Some college, no degree",1459
55 to 59 years,White,Female,"Associate's degree, occupational",455
55 to 59 years,White,Female,"Associate's degree, academic",618
55 to 59 years,White,Female,Bachelor's degree,1858
55 to 59 years,White,Female,Master's degree,890
55 to 59 years,White,Female,Professional degree,99
55 to 59 years,White,Female,Doctoral degree,125
60 to 64 years,White,Female,None,23
60 to 64 years,White,Female,1st - 4th grade,71
60 to 64 years,White,Female,5th - 6th grade,140
60 to 64 years,White,Female,7th - 8th grade,93
60 to 64 years,White,Female,9th grade,103
60 to 64 years,White,Female,10th grade,103
60 to 64 years,White,Female,11th grade2,165
60 to 64 years,White,Female,High school graduate,2579
60 to 64 years,White,Female,"Some college, no degree",1428
60 to 64 years,White,Female,"Associate's degree, occupational",456
60 to 64 years,White,Female,"Associate's degree, academic",603
60 to 64 years,White,Female,Bachelor's degree,1649
60 to 64 years,White,Female,Master's degree,801
60 to 64 years,White,Female,Professional degree,93
60 to 64 years,White,Female,Doctoral degree,145
65 to 69 years,White,Female,None,33
65 to 69 years,White,Female,1st - 4th grade,52
65 to 69 years,White,Female,5th - 6th grade,89
65 to 69 years,White,Female,7th - 8th grade,111
65 to 69 years,White,Female,9th grade,92
65 to 69 years,White,Female,10th grade,108
65 to 69 years,White,Female,11th grade2,166
65 to 69 years,White,Female,High school graduate,2216
65 to 69 years,White,Female,"Some college, no degree",1191
65 to 69 years,White,Female,"Associate's degree, occupational",371
65 to 69 years,White,Female,"Associate's degree, academic",489
65 to 69 years,White,Female,Bachelor's degree,1286
65 to 69 years,White,Female,Master's degree,901
65 to 69 years,White,Female,Professional degree,85
65 to 69 years,White,Female,Doctoral degree,116
70 to 74 years,White,Female,None,22
70 to 74 years,White,Female,1st - 4th grade,54
70 to 74 years,White,Female,5th - 6th grade,73
70 to 74 years,White,Female,7th - 8th grade,129
70 to 74 years,White,Female,9th grade,85
70 to 74 years,White,Female,10th grade,105
70 to 74 years,White,Female,11th grade2,134
70 to 74 years,White,Female,High school graduate,1988
70 to 74 years,White,Female,"Some college, no degree",1065
70 to 74 years,White,Female,"Associate's degree, occupational",229
70 to 74 years,White,Female,"Associate's degree, academic",280
70 to 74 years,White,Female,Bachelor's degree,969
70 to 74 years,White,Female,Master's degree,629
70 to 74 years,White,Female,Professional degree,50
70 to 74 years,White,Female,Doctoral degree,83
75 years and over,White,Female,None,48
75 years and over,White,Female,1st - 4th grade,131
75 years and over,White,Female,5th - 6th grade,158
75 years and over,White,Female,7th - 8th grade,366
75 years and over,White,Female,9th grade,188
75 years and over,White,Female,10th grade,313
75 years and over,White,Female,11th grade2,364
75 years and over,White,Female,High school graduate,4179
75 years and over,White,Female,"Some college, no degree",1717
75 years and over,White,Female,"Associate's degree, occupational",369
75 years and over,White,Female,"Associate's degree, academic",422
75 years and over,White,Female,Bachelor's degree,1142
75 years and over,White,Female,Master's degree,606
75 years and over,White,Female,Professional degree,74
75 years and over,White,Female,Doctoral degree,71
18 to 24 years,Hispanic,Male,None,4
18 to 24 years,Hispanic,Male,1st - 4th grade,17
18 to 24 years,Hispanic,Male,5th - 6th grade,28
18 to 24 years,Hispanic,Male,7th - 8th grade,27
18 to 24 years,Hispanic,Male,9th grade,38
18 to 24 years,Hispanic,Male,10th grade,89
18 to 24 years,Hispanic,Male,11th grade2,593
18 to 24 years,Hispanic,Male,High school graduate,1191
18 to 24 years,Hispanic,Male,"Some college, no degree",1047
18 to 24 years,Hispanic,Male,"Associate's degree, occupational",66
18 to 24 years,Hispanic,Male,"Associate's degree, academic",121
18 to 24 years,Hispanic,Male,Bachelor's degree,120
18 to 24 years,Hispanic,Male,Master's degree,4
18 to 24 years,Hispanic,Male,Professional degree,0
18 to 24 years,Hispanic,Male,Doctoral degree,3
25 to 29 years,Hispanic,Male,None,8
25 to 29 years,Hispanic,Male,1st - 4th grade,13
25 to 29 years,Hispanic,Male,5th - 6th grade,75
25 to 29 years,Hispanic,Male,7th - 8th grade,51
25 to 29 years,Hispanic,Male,9th grade,77
25 to 29 years,Hispanic,Male,10th grade,66
25 to 29 years,Hispanic,Male,11th grade2,132
25 to 29 years,Hispanic,Male,High school graduate,902
25 to 29 years,Hispanic,Male,"Some college, no degree",527
25 to 29 years,Hispanic,Male,"Associate's degree, occupational",73
25 to 29 years,Hispanic,Male,"Associate's degree, academic",152
25 to 29 years,Hispanic,Male,Bachelor's degree,391
25 to 29 years,Hispanic,Male,Master's degree,66
25 to 29 years,Hispanic,Male,Professional degree,10
25 to 29 years,Hispanic,Male,Doctoral degree,2
30 to 34 years,Hispanic,Male,None,19
30 to 34 years,Hispanic,Male,1st - 4th grade,35
30 to 34 years,Hispanic,Male,5th - 6th grade,126
30 to 34 years,Hispanic,Male,7th - 8th grade,70
30 to 34 years,Hispanic,Male,9th grade,116
30 to 34 years,Hispanic,Male,10th grade,60
30 to 34 years,Hispanic,Male,11th grade2,174
30 to 34 years,Hispanic,Male,High school graduate,763
30 to 34 years,Hispanic,Male,"Some college, no degree",337
30 to 34 years,Hispanic,Male,"Associate's degree, occupational",78
30 to 34 years,Hispanic,Male,"Associate's degree, academic",101
30 to 34 years,Hispanic,Male,Bachelor's degree,307
30 to 34 years,Hispanic,Male,Master's degree,69
30 to 34 years,Hispanic,Male,Professional degree,2
30 to 34 years,Hispanic,Male,Doctoral degree,15
35 to 39 years,Hispanic,Male,None,27
35 to 39 years,Hispanic,Male,1st - 4th grade,53
35 to 39 years,Hispanic,Male,5th - 6th grade,150
35 to 39 years,Hispanic,Male,7th - 8th grade,93
35 to 39 years,Hispanic,Male,9th grade,117
35 to 39 years,Hispanic,Male,10th grade,56
35 to 39 years,Hispanic,Male,11th grade2,211
35 to 39 years,Hispanic,Male,High school graduate,771
35 to 39 years,Hispanic,Male,"Some college, no degree",310
35 to 39 years,Hispanic,Male,"Associate's degree, occupational",67
35 to 39 years,Hispanic,Male,"Associate's degree, academic",102
35 to 39 years,Hispanic,Male,Bachelor's degree,274
35 to 39 years,Hispanic,Male,Master's degree,77
35 to 39 years,Hispanic,Male,Professional degree,18
35 to 39 years,Hispanic,Male,Doctoral degree,7
40 to 44 years,Hispanic,Male,None,29
40 to 44 years,Hispanic,Male,1st - 4th grade,55
40 to 44 years,Hispanic,Male,5th - 6th grade,141
40 to 44 years,Hispanic,Male,7th - 8th grade,101
40 to 44 years,Hispanic,Male,9th grade,89
40 to 44 years,Hispanic,Male,10th grade,64
40 to 44 years,Hispanic,Male,11th grade2,117
40 to 44 years,Hispanic,Male,High school graduate,728
40 to 44 years,Hispanic,Male,"Some college, no degree",216
40 to 44 years,Hispanic,Male,"Associate's degree, occupational",65
40 to 44 years,Hispanic,Male,"Associate's degree, academic",66
40 to 44 years,Hispanic,Male,Bachelor's degree,205
40 to 44 years,Hispanic,Male,Master's degree,74
40 to 44 years,Hispanic,Male,Professional degree,14
40 to 44 years,Hispanic,Male,Doctoral degree,12
45 to 49 years,Hispanic,Male,None,25
45 to 49 years,Hispanic,Male,1st - 4th grade,50
45 to 49 years,Hispanic,Male,5th - 6th grade,102
45 to 49 years,Hispanic,Male,7th - 8th grade,78
45 to 49 years,Hispanic,Male,9th grade,96
45 to 49 years,Hispanic,Male,10th grade,61
45 to 49 years,Hispanic,Male,11th grade2,130
45 to 49 years,Hispanic,Male,High school graduate,631
45 to 49 years,Hispanic,Male,"Some college, no degree",267
45 to 49 years,Hispanic,Male,"Associate's degree, occupational",62
45 to 49 years,Hispanic,Male,"Associate's degree, academic",60
45 to 49 years,Hispanic,Male,Bachelor's degree,212
45 to 49 years,Hispanic,Male,Master's degree,65
45 to 49 years,Hispanic,Male,Professional degree,15
45 to 49 years,Hispanic,Male,Doctoral degree,15
50 to 54 years,Hispanic,Male,None,15
50 to 54 years,Hispanic,Male,1st - 4th grade,45
50 to 54 years,Hispanic,Male,5th - 6th grade,139
50 to 54 years,Hispanic,Male,7th - 8th grade,79
50 to 54 years,Hispanic,Male,9th grade,67
50 to 54 years,Hispanic,Male,10th grade,39
50 to 54 years,Hispanic,Male,11th grade2,103
50 to 54 years,Hispanic,Male,High school graduate,513
50 to 54 years,Hispanic,Male,"Some college, no degree",230
50 to 54 years,Hispanic,Male,"Associate's degree, occupational",56
50 to 54 years,Hispanic,Male,"Associate's degree, academic",43
50 to 54 years,Hispanic,Male,Bachelor's degree,187
50 to 54 years,Hispanic,Male,Master's degree,61
50 to 54 years,Hispanic,Male,Professional degree,20
50 to 54 years,Hispanic,Male,Doctoral degree,20
55 to 59 years,Hispanic,Male,None,14
55 to 59 years,Hispanic,Male,1st - 4th grade,68
55 to 59 years,Hispanic,Male,5th - 6th grade,143
55 to 59 years,Hispanic,Male,7th - 8th grade,78
55 to 59 years,Hispanic,Male,9th grade,46
